,Unnamed: 0,FOLDER,IN FILE,CHANNEL,CLIP LENGTH,SAMPLE RATE,OFFSET,DURATION,MANUAL ID,CONFIDENCE
50,13,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190612_115000.WAV,0,60.0,44100,39.0,3.0,bird,0.6403685432335328
51,14,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190612_115000.WAV,0,60.0,44100,42.0,3.0,bird,1.0
52,15,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190612_115000.WAV,0,60.0,44100,45.0,3.0,bird,0.9662187717356971
53,16,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190612_115000.WAV,0,60.0,44100,48.0,3.0,bird,0.5314458617222625
54,17,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190612_115000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.8111489210073278
55,18,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190612_115000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.8123239006405277
56,19,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190612_115000.WAV,0,60.0,44100,57.0,2.999999999999993,bird,0.8707444133413054
57,20,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.8157183353190091
58,21,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,36.0,3.0,bird,0.4780058711265317
59,22,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,39.0,3.0,bird,0.457822566489014
60,23,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.4043925139401907
61,24,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,1.0
62,25,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190614_235000.WAV,0,60.0,44100,0.0,3.0,bird,1.0
63,26,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190614_235000.WAV,0,60.0,44100,6.0,3.0,bird,0.5698736853988304
64,27,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190614_235000.WAV,0,60.0,44100,9.0,3.0,bird,0.3389859251748265
65,28,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190614_235000.WAV,0,60.0,44100,42.0,3.0,bird,0.4408568784898001
66,29,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190617_225000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,1.0
67,30,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190627_104000.WAV,0,60.0,44100,6.0,3.0,bird,0.7175432572673303
68,31,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190627_104000.WAV,0,60.0,44100,9.0,3.0,bird,1.0
69,32,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190627_104000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,0.8268393156712598
70,33,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_144000.WAV,0,60.0,44100,48.0,3.0,bird,0.9193420740973528
71,34,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_144000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,1.0
72,35,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_144000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.611826128506958
73,36,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_144000.WAV,0,60.0,44100,57.0,2.999999999999993,bird,0.6477432463700057
74,37,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,0.0,3.0,bird,0.2593152165363973
75,38,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,3.0,3.0,bird,0.53275711712351
76,39,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,6.0,3.0,bird,0.9468225390225314
77,40,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,9.0,3.0,bird,1.0
78,41,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,18.0,3.0,bird,0.8971042280632847
79,42,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,21.0,3.0,bird,0.9663078146419692
80,43,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.4603227361355329
81,44,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.5068367725732532
82,45,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,0.9788264126214806
83,46,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.720681704008142
84,47,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,36.0,3.0,bird,0.7459469225638047
85,48,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,39.0,3.0,bird,0.774131811229017
86,49,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,42.0,3.0,bird,0.4785584890978134
87,50,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,45.0,3.0,bird,0.958366258662028
88,51,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,48.0,3.0,bird,0.9535852314983368
89,52,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.7931776922696404
90,53,Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.989395738302474
91,0,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190613_093000.WAV,0,60.0,44100,3.0,3.0,bird,1.0
92,1,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190704_223000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,0.8221147703240095
93,2,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190704_223000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,1.0
94,3,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_111000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,1.0
95,4,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_033000.WAV,0,60.0,44100,3.0,3.0,bird,0.783165195129218
96,5,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_033000.WAV,0,60.0,44100,6.0,3.0,bird,0.8071047114194816
97,6,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_033000.WAV,0,60.0,44100,9.0,3.0,bird,1.0
98,7,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_033000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,0.4212740479277689
99,8,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_033000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.6499447542374718
100,9,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_033000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,0.6289562111867721
101,10,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_033000.WAV,0,60.0,44100,48.0,3.0,bird,0.3053216943182691
102,11,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_050000.WAV,0,60.0,44100,0.0,3.0,bird,1.0
103,12,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_050000.WAV,0,60.0,44100,3.0,3.0,bird,0.7460989020674977
104,13,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_050000.WAV,0,60.0,44100,6.0,3.0,bird,0.9307877098326
105,14,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_050000.WAV,0,60.0,44100,9.0,3.0,bird,0.9757619778293152
106,15,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_050000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,0.928165630594031
107,16,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_050000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.5462282924938636
108,17,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_050000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.8504214126362523
109,18,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_050000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,0.3788125087602965
110,19,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_161000.WAV,0,60.0,44100,3.0,3.0,bird,1.0
111,20,Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_161000.WAV,0,60.0,44100,6.0,3.0,bird,0.5413120857922602
112,0,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,0.0,3.0,bird,0.7125390815551149
113,1,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,6.0,3.0,bird,0.5439866879538489
114,2,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,0.6135174094386664
115,3,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,0.6630374605162019
116,4,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.7292206068309621
117,5,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.9746306130255028
118,6,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,36.0,3.0,bird,0.604577780248118
119,7,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,39.0,3.0,bird,0.4715763095017819
120,8,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,42.0,3.0,bird,0.8038216001515359
121,9,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,45.0,3.0,bird,1.0
122,10,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,48.0,3.0,bird,0.6140082920546787
123,11,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.5200869502893589
124,12,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.8218433987916623
125,13,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190611_175000.WAV,0,60.0,44100,57.0,2.999999999999993,bird,0.4189325862829318
126,14,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_120000.WAV,0,60.0,44100,18.0,3.0,bird,0.6469893765654564
127,15,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_120000.WAV,0,60.0,44100,21.0,3.0,bird,0.8601576193606987
128,16,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_120000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,1.0
129,17,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_120000.WAV,0,60.0,44100,39.0,3.0,bird,0.7136253205466762
130,18,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_170000.WAV,0,60.0,44100,0.0,3.0,bird,1.0
131,19,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_170000.WAV,0,60.0,44100,3.0,3.0,bird,0.8125472559478318
132,20,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_170000.WAV,0,60.0,44100,6.0,3.0,bird,0.391217269901514
133,21,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_170000.WAV,0,60.0,44100,9.0,3.0,bird,0.9625233500914258
134,22,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_170000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,0.7856724998315188
135,23,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_170000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,0.644820251273291
136,24,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_050000.WAV,0,60.0,44100,0.0,3.0,bird,0.98725413319243
137,25,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_050000.WAV,0,60.0,44100,3.0,3.0,bird,0.9050708585667484
138,26,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_050000.WAV,0,60.0,44100,9.0,3.0,bird,1.0
139,27,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_050000.WAV,0,60.0,44100,18.0,3.0,bird,0.9929383939041544
140,28,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_050000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.5907299161767487
141,29,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_050000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.5424406382702387
142,30,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_050000.WAV,0,60.0,44100,36.0,3.0,bird,0.5268550161635109
143,31,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_050000.WAV,0,60.0,44100,39.0,3.0,bird,0.7304323765729906
144,32,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_050000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.5016796026005121
145,33,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_050000.WAV,0,60.0,44100,57.0,2.999999999999993,bird,0.4472346777279307
146,34,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_223000.WAV,0,60.0,44100,3.0,3.0,bird,1.0
147,35,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_223000.WAV,0,60.0,44100,6.0,3.0,bird,0.8256429474461354
148,36,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_223000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,0.48606201281084
149,37,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_223000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.8765766066863019
150,38,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_223000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.78247742698899
151,39,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_165000.WAV,0,60.0,44100,0.0,3.0,bird,0.6070435292607863
152,40,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_165000.WAV,0,60.0,44100,3.0,3.0,bird,0.9488184236977912
153,41,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_165000.WAV,0,60.0,44100,9.0,3.0,bird,0.6368854105598898
154,42,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_165000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,1.0
155,43,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_165000.WAV,0,60.0,44100,21.0,3.0,bird,0.3368453706019249
156,44,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_165000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.5948861904880812
157,45,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_165000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.9464389470149484
158,46,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_165000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,0.9813093028984928
159,47,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_165000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.3102624660862301
160,48,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_165000.WAV,0,60.0,44100,36.0,3.0,bird,0.8493775171722721
161,49,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_165000.WAV,0,60.0,44100,39.0,3.0,bird,0.3295992625094431
162,50,Stratified_Random_Sample_Peru2019_Subset/AM13_samples/,20190612_172000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,1.0
163,0,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190613_012000.WAV,0,60.0,44100,18.0,3.0,bird,0.6865840660442386
164,1,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190613_012000.WAV,0,60.0,44100,21.0,3.0,bird,1.0
165,2,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190613_012000.WAV,0,60.0,44100,57.0,2.999999999999993,bird,0.3872357191625974
166,3,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,3.0,3.0,bird,0.8064769262517583
167,4,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,6.0,3.0,bird,0.8886753663260258
168,5,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,9.0,3.0,bird,0.8537403784306224
169,6,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,0.9590358801745698
170,7,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,0.9120349798496968
171,8,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,18.0,3.0,bird,0.6708482278191119
172,9,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,21.0,3.0,bird,0.6170843741638974
173,10,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.4802588584774905
174,11,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,1.0
175,12,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.8211788004601497
176,13,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,39.0,3.0,bird,0.8281435583527746
177,14,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,42.0,3.0,bird,0.6633573366033909
178,15,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,45.0,3.0,bird,0.6928712538373387
179,16,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,48.0,3.0,bird,0.750999351783742
180,17,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190616_190000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.8313299229539011
181,18,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190621_105000.WAV,0,60.0,44100,3.0,3.0,bird,0.4700945614972363
182,19,Stratified_Random_Sample_Peru2019_Subset/AM14_samples/,20190621_105000.WAV,0,60.0,44100,6.0,3.0,bird,0.6948244754915851
