,Unnamed: 0,FOLDER,IN FILE,CHANNEL,CLIP LENGTH,SAMPLE RATE,OFFSET,DURATION,MANUAL ID,CONFIDENCE
347,21,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190613_040000.WAV,0,60.0,44100,6.0,3.0,bird,0.2955350574153271
348,22,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190613_040000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.2882748159744948
349,23,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190613_040000.WAV,0,60.0,44100,48.0,3.0,bird,0.9900966885063346
350,24,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190613_040000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,1.0
351,25,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,3.0,3.0,bird,0.999888653641589
352,26,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,6.0,3.0,bird,1.0
353,27,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,9.0,3.0,bird,0.6203896439282641
354,28,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,0.7954955842944443
355,29,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,0.769099285143726
356,30,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,21.0,3.0,bird,0.2907556457348587
357,31,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.5741044810962352
358,32,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.3971143832038067
359,33,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.6650230847572276
360,34,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,36.0,3.0,bird,0.9412725142653032
361,35,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,42.0,3.0,bird,0.6077056488158631
362,36,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,48.0,3.0,bird,0.7146955809540536
363,37,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.516923223016507
364,38,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.7166790644932026
365,39,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190614_100000.WAV,0,60.0,44100,57.0,2.999999999999993,bird,0.5931085208180364
366,40,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190618_051000.WAV,0,60.0,44100,9.0,3.0,bird,0.4865726870841987
367,41,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190618_051000.WAV,0,60.0,44100,21.0,3.0,bird,1.0
368,42,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190618_051000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.7464196489464429
369,43,Stratified_Random_Sample_Peru2019_Subset/AM17_samples/,20190618_051000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,0.8357730291968429
370,0,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190621_175000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,1.0
371,1,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190621_175000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.6728389215213838
372,2,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190619_093000.WAV,0,60.0,44100,57.0,2.999999999999993,bird,1.0
373,3,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190619_084000.WAV,0,60.0,44100,3.0,3.0,bird,0.8109146425736302
374,4,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190619_084000.WAV,0,60.0,44100,6.0,3.0,bird,0.3457726929216204
375,5,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190619_084000.WAV,0,60.0,44100,42.0,3.0,bird,0.5168713216298151
376,6,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190619_084000.WAV,0,60.0,44100,45.0,3.0,bird,0.7311850299555523
377,7,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190619_084000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.9710703812198958
378,8,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190619_084000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,1.0
379,9,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190619_084000.WAV,0,60.0,44100,57.0,2.999999999999993,bird,0.3354039883642835
380,10,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190628_044000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,1.0
381,11,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190701_210000.WAV,0,60.0,44100,3.0,3.0,bird,0.3594682639085662
382,12,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190701_210000.WAV,0,60.0,44100,6.0,3.0,bird,0.9868289910137672
383,13,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190701_210000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,0.8891764767000472
384,14,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190701_210000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.9442326945499678
385,15,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190701_210000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,1.0
386,16,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190701_210000.WAV,0,60.0,44100,39.0,3.0,bird,0.7795848635517435
387,17,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190701_210000.WAV,0,60.0,44100,42.0,3.0,bird,0.9189312668500929
388,18,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190701_210000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.4470505752979533
389,19,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,0.0,3.0,bird,0.9222269436056856
390,20,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,3.0,3.0,bird,0.2548051718691252
391,21,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,6.0,3.0,bird,0.7290745270110509
392,22,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,9.0,3.0,bird,0.9637788192815916
393,23,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,0.8745541199750375
394,24,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,0.9489225716799684
395,25,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,18.0,3.0,bird,0.8365953274777411
396,26,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.9678781052921273
397,27,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,36.0,3.0,bird,0.5523439650059887
398,28,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,39.0,3.0,bird,0.94889168349568
399,29,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,42.0,3.0,bird,0.9453571061720164
400,30,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,45.0,3.0,bird,0.9613232691957346
401,31,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,48.0,3.0,bird,0.9348569404659924
402,32,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,1.0
403,33,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190705_162000.WAV,0,60.0,44100,57.0,2.999999999999993,bird,0.7988575974758418
404,34,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190621_085000.WAV,0,60.0,44100,9.0,3.0,bird,0.920649430427238
405,35,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190621_085000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,0.7814613845924427
406,36,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190621_085000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,0.7592165709500684
407,37,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190621_085000.WAV,0,60.0,44100,18.0,3.0,bird,1.0
408,38,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190621_085000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.5356906586427954
409,39,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190702_214000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.5235615168084298
410,40,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190702_214000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,0.9198134758845689
411,41,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190702_214000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.7579586695644562
412,42,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190702_214000.WAV,0,60.0,44100,36.0,3.0,bird,1.0
413,43,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190627_151000.WAV,0,60.0,44100,45.0,3.0,bird,1.0
414,44,Stratified_Random_Sample_Peru2019_Subset/AM1_samples/,20190627_151000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.2790582991873147
415,0,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190626_063000.WAV,0,60.0,44100,0.0,3.0,bird,1.0
416,1,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190616_062000.WAV,0,60.0,44100,0.0,3.0,bird,1.0
417,2,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190616_062000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,0.9827514447636064
418,3,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190616_062000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.671541114527161
419,4,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190618_033000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.7520244659966888
420,5,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190618_033000.WAV,0,60.0,44100,48.0,3.0,bird,0.8530704012427425
421,6,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190618_033000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,1.0
422,7,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190624_235000.WAV,0,60.0,44100,36.0,3.0,bird,1.0
423,8,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190619_153000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,1.0
424,9,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190619_153000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.8910579174951092
425,10,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190613_170000.WAV,0,60.0,44100,3.0,3.0,bird,0.4206749229199857
426,11,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190613_170000.WAV,0,60.0,44100,9.0,3.0,bird,0.5001496955066761
427,12,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190613_170000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,0.3898101034622874
428,13,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190613_170000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,1.0
429,14,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190613_170000.WAV,0,60.0,44100,18.0,3.0,bird,0.585524615505774
430,15,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190613_170000.WAV,0,60.0,44100,21.0,3.0,bird,0.748003582339646
431,16,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190613_170000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.5805378001720736
432,17,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190613_170000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.8005344115723362
433,18,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190613_170000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,0.8968987564781782
434,19,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190613_170000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.5517666842782653
435,20,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190623_071000.WAV,0,60.0,44100,3.0,3.0,bird,0.6886374027335778
436,21,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190623_071000.WAV,0,60.0,44100,6.0,3.0,bird,0.7771320958492652
437,22,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190623_071000.WAV,0,60.0,44100,9.0,3.0,bird,0.8861409211355962
438,23,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190623_071000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,1.0
439,24,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190620_081000.WAV,0,60.0,44100,9.0,3.0,bird,0.8790060851293675
440,25,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190620_081000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,1.0
441,26,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190620_081000.WAV,0,60.0,44100,18.0,3.0,bird,0.7006329283865509
442,27,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190611_224000.WAV,0,60.0,44100,18.0,3.0,bird,1.0
443,28,Stratified_Random_Sample_Peru2019_Subset/AM20_samples/,20190617_072000.WAV,0,60.0,44100,0.0,3.0,bird,1.0
444,0,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_234000.WAV,0,60.0,44100,6.0,3.0,bird,1.0
445,1,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190704_080000.WAV,0,60.0,44100,36.0,3.0,bird,1.0
446,2,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190708_013000.WAV,0,60.0,44100,48.0,3.0,bird,1.0
447,3,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190709_142000.WAV,0,60.0,44100,6.0,3.0,bird,0.3308417835035541
448,4,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190709_142000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.3637508638731698
449,5,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190709_142000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,0.5969698118772906
450,6,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190709_142000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.7418220136096837
451,7,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190709_142000.WAV,0,60.0,44100,45.0,3.0,bird,0.7256501990851764
452,8,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190709_142000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,1.0
453,9,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,0.0,3.0,bird,0.9015512049491262
454,10,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,3.0,3.0,bird,0.908838931175206
455,11,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,6.0,3.0,bird,0.7710712083534165
456,12,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,9.0,3.0,bird,0.859400305329244
457,13,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,0.6986292864090105
458,14,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,1.0
459,15,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,18.0,3.0,bird,0.7859847257502024
460,16,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,21.0,3.0,bird,0.3429598983496701
461,17,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.6665594250309348
462,18,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.7305629344537824
463,19,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,0.9953485823661654
464,20,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.7537397826093607
465,21,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,36.0,3.0,bird,0.7498682367194434
466,22,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,39.0,3.0,bird,0.38382914801237
467,23,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,42.0,3.0,bird,0.9911645593349172
468,24,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,45.0,3.0,bird,0.6740794579168247
469,25,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,48.0,3.0,bird,0.7910465912178766
470,26,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.9069026715057282
471,27,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.8419814082358795
472,28,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190625_005000.WAV,0,60.0,44100,57.0,2.999999999999993,bird,0.5322037453868945
473,29,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190623_120000.WAV,0,60.0,44100,3.0,3.0,bird,0.7830409349651517
474,30,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190623_120000.WAV,0,60.0,44100,6.0,3.0,bird,0.965288015618234
475,31,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190623_120000.WAV,0,60.0,44100,9.0,3.0,bird,0.9914804905131808
476,32,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190623_120000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,0.8816776053976771
477,33,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190623_120000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,0.6464204585316053
478,34,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190623_120000.WAV,0,60.0,44100,21.0,3.0,bird,0.6605072297230279
479,35,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190623_120000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.7578853211342089
480,36,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190623_120000.WAV,0,60.0,44100,36.0,3.0,bird,1.0
481,37,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190623_120000.WAV,0,60.0,44100,45.0,3.0,bird,0.4527399041520407
482,38,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190623_120000.WAV,0,60.0,44100,48.0,3.0,bird,0.9078746767369116
483,39,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190623_120000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.6442124718467788
484,40,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_193000.WAV,0,60.0,44100,0.0,3.0,bird,0.6053845722680107
485,41,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_193000.WAV,0,60.0,44100,3.0,3.0,bird,0.7073223612353459
486,42,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_193000.WAV,0,60.0,44100,18.0,3.0,bird,0.9722723053524336
487,43,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_193000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,1.0
488,44,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_193000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.9684054595282896
489,45,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_193000.WAV,0,60.0,44100,36.0,3.0,bird,0.9593075864524354
490,46,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_193000.WAV,0,60.0,44100,42.0,3.0,bird,0.8092342003942814
491,47,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_193000.WAV,0,60.0,44100,45.0,3.0,bird,0.8997050285279219
492,48,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_193000.WAV,0,60.0,44100,48.0,3.0,bird,0.2782461393821299
493,49,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_193000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.7683545589791138
494,50,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_193000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.8838458031245127
495,51,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190712_164000.WAV,0,60.0,44100,42.0,3.0,bird,1.0
496,52,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190712_164000.WAV,0,60.0,44100,45.0,3.0,bird,0.8547708969974757
497,53,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190712_164000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.6324982130648794
498,54,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_135000.WAV,0,60.0,44100,0.0,3.0,bird,1.0
499,55,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_135000.WAV,0,60.0,44100,6.0,3.0,bird,0.2953014580786281
500,56,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190626_135000.WAV,0,60.0,44100,33.00000000000001,2.999999999999993,bird,0.406228681536691
501,57,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190621_213000.WAV,0,60.0,44100,6.0,3.0,bird,0.3385708964606946
502,58,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190621_213000.WAV,0,60.0,44100,9.0,3.0,bird,0.5474299051551643
503,59,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190621_213000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.3558934617177837
504,60,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190621_213000.WAV,0,60.0,44100,42.0,3.0,bird,0.9195128841334562
505,61,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190621_213000.WAV,0,60.0,44100,45.0,3.0,bird,0.3983137062011772
506,62,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190621_213000.WAV,0,60.0,44100,48.0,3.0,bird,0.9314486231957572
507,63,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190621_213000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.8290734281206088
508,64,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190621_213000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.6319982872240077
509,65,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190621_213000.WAV,0,60.0,44100,57.0,2.999999999999993,bird,1.0
510,66,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,3.0,3.0,bird,1.0
511,67,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,15.000000000000002,2.9999999999999982,bird,0.3125650522075418
512,68,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,18.0,3.0,bird,0.6243850013143655
513,69,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,21.0,3.0,bird,0.5575857830657632
514,70,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,24.0,3.000000000000004,bird,0.5890907743980561
515,71,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,27.000000000000004,3.0,bird,0.4733746273004355
516,72,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,0.7769144442839313
517,73,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,42.0,3.0,bird,0.5175018190935852
518,74,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,45.0,3.0,bird,0.8100637615243798
519,75,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,48.0,3.0,bird,0.4258898461126754
520,76,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,51.0,3.000000000000007,bird,0.987895108902872
521,77,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.8687694194530818
522,78,Stratified_Random_Sample_Peru2019_Subset/AM22_samples/,20190628_124000.WAV,0,60.0,44100,57.0,2.999999999999993,bird,0.6896072030777465
523,0,Stratified_Random_Sample_Peru2019_Subset/AM23_samples/,20190709_070000.WAV,0,60.0,44100,0.0,3.0,bird,0.987578566444438
524,1,Stratified_Random_Sample_Peru2019_Subset/AM23_samples/,20190709_070000.WAV,0,60.0,44100,6.0,3.0,bird,0.6904691068919393
525,2,Stratified_Random_Sample_Peru2019_Subset/AM23_samples/,20190709_070000.WAV,0,60.0,44100,9.0,3.0,bird,1.0
526,3,Stratified_Random_Sample_Peru2019_Subset/AM23_samples/,20190710_120000.WAV,0,60.0,44100,6.0,3.0,bird,0.3137520498269974
527,4,Stratified_Random_Sample_Peru2019_Subset/AM23_samples/,20190710_120000.WAV,0,60.0,44100,12.0,3.0000000000000018,bird,1.0
528,5,Stratified_Random_Sample_Peru2019_Subset/AM23_samples/,20190710_120000.WAV,0,60.0,44100,30.000000000000004,3.000000000000004,bird,0.340879925220057
529,6,Stratified_Random_Sample_Peru2019_Subset/AM23_samples/,20190710_120000.WAV,0,60.0,44100,54.00000000000001,2.999999999999993,bird,0.3312105883778331
